datetime,demand_met_mw,date,hour,minute,day_of_week
2025-04-01 00:00:00,191368.0,2025-04-01,0,0,1
2025-04-01 00:15:00,190921.0,2025-04-01,0,15,1
2025-04-01 00:30:00,190222.0,2025-04-01,0,30,1
2025-04-01 00:45:00,188971.0,2025-04-01,0,45,1
2025-04-01 01:00:00,188162.0,2025-04-01,1,0,1
2025-04-01 01:15:00,187224.0,2025-04-01,1,15,1
2025-04-01 01:30:00,186415.0,2025-04-01,1,30,1
2025-04-01 01:45:00,185541.0,2025-04-01,1,45,1
2025-04-01 02:00:00,183858.0,2025-04-01,2,0,1
2025-04-01 02:15:00,182701.0,2025-04-01,2,15,1
2025-04-01 02:30:00,181585.0,2025-04-01,2,30,1
2025-04-01 02:45:00,181869.0,2025-04-01,2,45,1
2025-04-01 03:00:00,181211.0,2025-04-01,3,0,1
2025-04-01 03:15:00,181081.0,2025-04-01,3,15,1
2025-04-01 03:30:00,180148.0,2025-04-01,3,30,1
2025-04-01 03:45:00,179917.0,2025-04-01,3,45,1
2025-04-01 04:00:00,179493.0,2025-04-01,4,0,1
2025-04-01 04:15:00,181270.0,2025-04-01,4,15,1
2025-04-01 04:30:00,182128.0,2025-04-01,4,30,1
2025-04-01 04:45:00,183128.0,2025-04-01,4,45,1
2025-04-01 05:00:00,183501.0,2025-04-01,5,0,1
2025-04-01 05:15:00,185748.0,2025-04-01,5,15,1
2025-04-01 05:30:00,188161.0,2025-04-01,5,30,1
2025-04-01 05:45:00,189287.0,2025-04-01,5,45,1
2025-04-01 06:00:00,190664.0,2025-04-01,6,0,1
2025-04-01 06:15:00,193812.0,2025-04-01,6,15,1
2025-04-01 06:30:00,197338.0,2025-04-01,6,30,1
2025-04-01 06:45:00,199288.0,2025-04-01,6,45,1
2025-04-01 07:00:00,198851.0,2025-04-01,7,0,1
2025-04-01 07:15:00,199456.0,2025-04-01,7,15,1
2025-04-01 07:30:00,200701.0,2025-04-01,7,30,1
2025-04-01 07:45:00,200970.0,2025-04-01,7,45,1
2025-04-01 08:00:00,199613.0,2025-04-01,8,0,1
2025-04-01 08:15:00,203008.0,2025-04-01,8,15,1
2025-04-01 08:30:00,204718.0,2025-04-01,8,30,1
2025-04-01 08:45:00,209116.0,2025-04-01,8,45,1
2025-04-01 09:00:00,208178.0,2025-04-01,9,0,1
2025-04-01 09:15:00,211804.0,2025-04-01,9,15,1
2025-04-01 09:30:00,214920.0,2025-04-01,9,30,1
2025-04-01 09:45:00,215979.0,2025-04-01,9,45,1
2025-04-01 10:00:00,215695.0,2025-04-01,10,0,1
2025-04-01 10:15:00,214911.0,2025-04-01,10,15,1
2025-04-01 10:30:00,215179.0,2025-04-01,10,30,1
2025-04-01 10:45:00,213914.0,2025-04-01,10,45,1
2025-04-01 11:00:00,213089.0,2025-04-01,11,0,1
2025-04-01 11:15:00,212213.0,2025-04-01,11,15,1
2025-04-01 11:30:00,211350.0,2025-04-01,11,30,1
2025-04-01 11:45:00,210609.0,2025-04-01,11,45,1
2025-04-01 12:00:00,209802.0,2025-04-01,12,0,1
2025-04-01 12:15:00,207974.0,2025-04-01,12,15,1
2025-04-01 12:30:00,207750.0,2025-04-01,12,30,1
2025-04-01 12:45:00,206325.0,2025-04-01,12,45,1
2025-04-01 13:00:00,204955.0,2025-04-01,13,0,1
2025-04-01 13:15:00,201896.0,2025-04-01,13,15,1
2025-04-01 13:30:00,201751.0,2025-04-01,13,30,1
2025-04-01 13:45:00,202258.0,2025-04-01,13,45,1
2025-04-01 14:00:00,202727.0,2025-04-01,14,0,1
2025-04-01 14:15:00,203546.0,2025-04-01,14,15,1
2025-04-01 14:30:00,205581.0,2025-04-01,14,30,1
2025-04-01 14:45:00,206643.0,2025-04-01,14,45,1
2025-04-01 15:00:00,207900.0,2025-04-01,15,0,1
2025-04-01 15:15:00,207521.0,2025-04-01,15,15,1
2025-04-01 15:30:00,208318.0,2025-04-01,15,30,1
2025-04-01 15:45:00,208393.0,2025-04-01,15,45,1
2025-04-01 16:00:00,207788.0,2025-04-01,16,0,1
2025-04-01 16:15:00,206630.0,2025-04-01,16,15,1
2025-04-01 16:30:00,206934.0,2025-04-01,16,30,1
2025-04-01 16:45:00,207608.0,2025-04-01,16,45,1
2025-04-01 17:00:00,204600.0,2025-04-01,17,0,1
2025-04-01 17:15:00,202024.0,2025-04-01,17,15,1
2025-04-01 17:30:00,199892.0,2025-04-01,17,30,1
2025-04-01 17:45:00,197683.0,2025-04-01,17,45,1
2025-04-01 18:00:00,195381.0,2025-04-01,18,0,1
2025-04-01 18:15:00,193932.0,2025-04-01,18,15,1
2025-04-01 18:30:00,197029.0,2025-04-01,18,30,1
2025-04-01 18:45:00,201447.0,2025-04-01,18,45,1
2025-04-01 19:00:00,203524.0,2025-04-01,19,0,1
2025-04-01 19:15:00,206289.0,2025-04-01,19,15,1
2025-04-01 19:30:00,206381.0,2025-04-01,19,30,1
2025-04-01 19:45:00,206460.0,2025-04-01,19,45,1
2025-04-01 20:00:00,201910.0,2025-04-01,20,0,1
2025-04-01 20:15:00,199818.0,2025-04-01,20,15,1
2025-04-01 20:30:00,198432.0,2025-04-01,20,30,1
2025-04-01 20:45:00,198538.0,2025-04-01,20,45,1
2025-04-01 21:00:00,195900.0,2025-04-01,21,0,1
2025-04-01 21:15:00,195756.0,2025-04-01,21,15,1
2025-04-01 21:30:00,194826.0,2025-04-01,21,30,1
2025-04-01 21:45:00,194629.0,2025-04-01,21,45,1
2025-04-01 22:00:00,193863.0,2025-04-01,22,0,1
2025-04-01 22:15:00,196210.0,2025-04-01,22,15,1
2025-04-01 22:30:00,196080.0,2025-04-01,22,30,1
2025-04-01 22:45:00,196524.0,2025-04-01,22,45,1
2025-04-01 23:00:00,195076.0,2025-04-01,23,0,1
2025-04-01 23:15:00,194692.0,2025-04-01,23,15,1
2025-04-01 23:30:00,193461.0,2025-04-01,23,30,1
2025-04-01 23:45:00,192857.0,2025-04-01,23,45,1
2025-04-02 00:00:00,191210.0,2025-04-02,0,0,2
2025-04-02 00:15:00,191978.0,2025-04-02,0,15,2
2025-04-02 00:30:00,190861.0,2025-04-02,0,30,2
2025-04-02 00:45:00,190175.0,2025-04-02,0,45,2
2025-04-02 01:00:00,187833.0,2025-04-02,1,0,2
2025-04-02 01:15:00,186592.0,2025-04-02,1,15,2
2025-04-02 01:30:00,185574.0,2025-04-02,1,30,2
2025-04-02 01:45:00,184284.0,2025-04-02,1,45,2
2025-04-02 02:00:00,182626.0,2025-04-02,2,0,2
2025-04-02 02:15:00,182293.0,2025-04-02,2,15,2
2025-04-02 02:30:00,181093.0,2025-04-02,2,30,2
2025-04-02 02:45:00,180109.0,2025-04-02,2,45,2
2025-04-02 03:00:00,178977.0,2025-04-02,3,0,2
2025-04-02 03:15:00,179598.0,2025-04-02,3,15,2
2025-04-02 03:30:00,178517.0,2025-04-02,3,30,2
2025-04-02 03:45:00,178041.0,2025-04-02,3,45,2
2025-04-02 04:00:00,177572.0,2025-04-02,4,0,2
2025-04-02 04:15:00,179240.0,2025-04-02,4,15,2
2025-04-02 04:30:00,180321.0,2025-04-02,4,30,2
2025-04-02 04:45:00,181954.0,2025-04-02,4,45,2
2025-04-02 05:00:00,182328.0,2025-04-02,5,0,2
2025-04-02 05:15:00,184036.0,2025-04-02,5,15,2
2025-04-02 05:30:00,186126.0,2025-04-02,5,30,2
2025-04-02 05:45:00,188213.0,2025-04-02,5,45,2
2025-04-02 06:00:00,189800.0,2025-04-02,6,0,2
2025-04-02 06:15:00,192145.0,2025-04-02,6,15,2
2025-04-02 06:30:00,195791.0,2025-04-02,6,30,2
2025-04-02 06:45:00,197246.0,2025-04-02,6,45,2
2025-04-02 07:00:00,198287.0,2025-04-02,7,0,2
2025-04-02 07:15:00,198545.0,2025-04-02,7,15,2
2025-04-02 07:30:00,198441.0,2025-04-02,7,30,2
2025-04-02 07:45:00,198504.0,2025-04-02,7,45,2
2025-04-02 08:00:00,198855.0,2025-04-02,8,0,2
2025-04-02 08:15:00,201560.0,2025-04-02,8,15,2
2025-04-02 08:30:00,203417.0,2025-04-02,8,30,2
2025-04-02 08:45:00,204878.0,2025-04-02,8,45,2
2025-04-02 09:00:00,205810.0,2025-04-02,9,0,2
2025-04-02 09:15:00,209043.0,2025-04-02,9,15,2
2025-04-02 09:30:00,210074.0,2025-04-02,9,30,2
2025-04-02 09:45:00,211976.0,2025-04-02,9,45,2
2025-04-02 10:00:00,213473.0,2025-04-02,10,0,2
2025-04-02 10:15:00,213557.0,2025-04-02,10,15,2
2025-04-02 10:30:00,213498.0,2025-04-02,10,30,2
2025-04-02 10:45:00,213786.0,2025-04-02,10,45,2
2025-04-02 11:00:00,212421.0,2025-04-02,11,0,2
2025-04-02 11:15:00,210307.0,2025-04-02,11,15,2
2025-04-02 11:30:00,210154.0,2025-04-02,11,30,2
2025-04-02 11:45:00,209988.0,2025-04-02,11,45,2
2025-04-02 12:00:00,208646.0,2025-04-02,12,0,2
2025-04-02 12:15:00,207162.0,2025-04-02,12,15,2
2025-04-02 12:30:00,207098.0,2025-04-02,12,30,2
2025-04-02 12:45:00,206303.0,2025-04-02,12,45,2
2025-04-02 13:00:00,203684.0,2025-04-02,13,0,2
2025-04-02 13:15:00,200685.0,2025-04-02,13,15,2
2025-04-02 13:30:00,200917.0,2025-04-02,13,30,2
2025-04-02 13:45:00,202154.0,2025-04-02,13,45,2
2025-04-02 14:00:00,202278.0,2025-04-02,14,0,2
2025-04-02 14:15:00,203590.0,2025-04-02,14,15,2
2025-04-02 14:30:00,205383.0,2025-04-02,14,30,2
2025-04-02 14:45:00,207085.0,2025-04-02,14,45,2
2025-04-02 15:00:00,208892.0,2025-04-02,15,0,2
2025-04-02 15:15:00,209372.0,2025-04-02,15,15,2
2025-04-02 15:30:00,210160.0,2025-04-02,15,30,2
2025-04-02 15:45:00,209662.0,2025-04-02,15,45,2
2025-04-02 16:00:00,209721.0,2025-04-02,16,0,2
2025-04-02 16:15:00,208008.0,2025-04-02,16,15,2
2025-04-02 16:30:00,208844.0,2025-04-02,16,30,2
2025-04-02 16:45:00,208265.0,2025-04-02,16,45,2
2025-04-02 17:00:00,207051.0,2025-04-02,17,0,2
2025-04-02 17:15:00,204280.0,2025-04-02,17,15,2
2025-04-02 17:30:00,202415.0,2025-04-02,17,30,2
2025-04-02 17:45:00,200739.0,2025-04-02,17,45,2
2025-04-02 18:00:00,198654.0,2025-04-02,18,0,2
2025-04-02 18:15:00,196530.0,2025-04-02,18,15,2
2025-04-02 18:30:00,199157.0,2025-04-02,18,30,2
2025-04-02 18:45:00,203147.0,2025-04-02,18,45,2
2025-04-02 19:00:00,205657.0,2025-04-02,19,0,2
2025-04-02 19:15:00,207133.0,2025-04-02,19,15,2
2025-04-02 19:30:00,207055.0,2025-04-02,19,30,2
2025-04-02 19:45:00,206387.0,2025-04-02,19,45,2
2025-04-02 20:00:00,204559.0,2025-04-02,20,0,2
2025-04-02 20:15:00,202554.0,2025-04-02,20,15,2
2025-04-02 20:30:00,201058.0,2025-04-02,20,30,2
2025-04-02 20:45:00,199869.0,2025-04-02,20,45,2
2025-04-02 21:00:00,198159.0,2025-04-02,21,0,2
2025-04-02 21:15:00,197603.0,2025-04-02,21,15,2
2025-04-02 21:30:00,197198.0,2025-04-02,21,30,2
2025-04-02 21:45:00,197144.0,2025-04-02,21,45,2
2025-04-02 22:00:00,195895.0,2025-04-02,22,0,2
2025-04-02 22:15:00,198865.0,2025-04-02,22,15,2
2025-04-02 22:30:00,199198.0,2025-04-02,22,30,2
2025-04-02 22:45:00,198141.0,2025-04-02,22,45,2
2025-04-02 23:00:00,196915.0,2025-04-02,23,0,2
2025-04-02 23:15:00,196009.0,2025-04-02,23,15,2
2025-04-02 23:30:00,194723.0,2025-04-02,23,30,2
2025-04-02 23:45:00,194181.0,2025-04-02,23,45,2
2025-04-03 00:00:00,192060.0,2025-04-03,0,0,3
2025-04-03 00:15:00,191903.0,2025-04-03,0,15,3
2025-04-03 00:30:00,190734.0,2025-04-03,0,30,3
2025-04-03 00:45:00,189975.0,2025-04-03,0,45,3
2025-04-03 01:00:00,188428.0,2025-04-03,1,0,3
2025-04-03 01:15:00,187114.0,2025-04-03,1,15,3
2025-04-03 01:30:00,186119.0,2025-04-03,1,30,3
2025-04-03 01:45:00,185104.0,2025-04-03,1,45,3
2025-04-03 02:00:00,183877.0,2025-04-03,2,0,3
2025-04-03 02:15:00,183217.0,2025-04-03,2,15,3
2025-04-03 02:30:00,182401.0,2025-04-03,2,30,3
2025-04-03 02:45:00,182036.0,2025-04-03,2,45,3
2025-04-03 03:00:00,181181.0,2025-04-03,3,0,3
2025-04-03 03:15:00,181385.0,2025-04-03,3,15,3
2025-04-03 03:30:00,180515.0,2025-04-03,3,30,3
2025-04-03 03:45:00,180440.0,2025-04-03,3,45,3
2025-04-03 04:00:00,179445.0,2025-04-03,4,0,3
2025-04-03 04:15:00,180881.0,2025-04-03,4,15,3
2025-04-03 04:30:00,182034.0,2025-04-03,4,30,3
2025-04-03 04:45:00,182781.0,2025-04-03,4,45,3
2025-04-03 05:00:00,183584.0,2025-04-03,5,0,3
2025-04-03 05:15:00,185837.0,2025-04-03,5,15,3
2025-04-03 05:30:00,188036.0,2025-04-03,5,30,3
2025-04-03 05:45:00,189177.0,2025-04-03,5,45,3
2025-04-03 06:00:00,190901.0,2025-04-03,6,0,3
2025-04-03 06:15:00,194164.0,2025-04-03,6,15,3
2025-04-03 06:30:00,197106.0,2025-04-03,6,30,3
2025-04-03 06:45:00,198931.0,2025-04-03,6,45,3
2025-04-03 07:00:00,198833.0,2025-04-03,7,0,3
2025-04-03 07:15:00,199612.0,2025-04-03,7,15,3
2025-04-03 07:30:00,199916.0,2025-04-03,7,30,3
2025-04-03 07:45:00,199788.0,2025-04-03,7,45,3
2025-04-03 08:00:00,198814.0,2025-04-03,8,0,3
2025-04-03 08:15:00,201562.0,2025-04-03,8,15,3
2025-04-03 08:30:00,203549.0,2025-04-03,8,30,3
2025-04-03 08:45:00,204621.0,2025-04-03,8,45,3
2025-04-03 09:00:00,207299.0,2025-04-03,9,0,3
2025-04-03 09:15:00,210912.0,2025-04-03,9,15,3
2025-04-03 09:30:00,212306.0,2025-04-03,9,30,3
2025-04-03 09:45:00,213004.0,2025-04-03,9,45,3
2025-04-03 10:00:00,213117.0,2025-04-03,10,0,3
2025-04-03 10:15:00,212573.0,2025-04-03,10,15,3
2025-04-03 10:30:00,212543.0,2025-04-03,10,30,3
2025-04-03 10:45:00,212121.0,2025-04-03,10,45,3
2025-04-03 11:00:00,211365.0,2025-04-03,11,0,3
2025-04-03 11:15:00,209900.0,2025-04-03,11,15,3
2025-04-03 11:30:00,209505.0,2025-04-03,11,30,3
2025-04-03 11:45:00,208758.0,2025-04-03,11,45,3
2025-04-03 12:00:00,207003.0,2025-04-03,12,0,3
2025-04-03 12:15:00,205756.0,2025-04-03,12,15,3
2025-04-03 12:30:00,205284.0,2025-04-03,12,30,3
2025-04-03 12:45:00,203652.0,2025-04-03,12,45,3
2025-04-03 13:00:00,202152.0,2025-04-03,13,0,3
2025-04-03 13:15:00,199299.0,2025-04-03,13,15,3
2025-04-03 13:30:00,199911.0,2025-04-03,13,30,3
2025-04-03 13:45:00,200713.0,2025-04-03,13,45,3
2025-04-03 14:00:00,200739.0,2025-04-03,14,0,3
2025-04-03 14:15:00,202741.0,2025-04-03,14,15,3
2025-04-03 14:30:00,203690.0,2025-04-03,14,30,3
2025-04-03 14:45:00,204229.0,2025-04-03,14,45,3
2025-04-03 15:00:00,204030.0,2025-04-03,15,0,3
2025-04-03 15:15:00,203090.0,2025-04-03,15,15,3
2025-04-03 15:30:00,201624.0,2025-04-03,15,30,3
2025-04-03 15:45:00,201007.0,2025-04-03,15,45,3
2025-04-03 16:00:00,200178.0,2025-04-03,16,0,3
2025-04-03 16:15:00,199322.0,2025-04-03,16,15,3
2025-04-03 16:30:00,198578.0,2025-04-03,16,30,3
2025-04-03 16:45:00,197700.0,2025-04-03,16,45,3
2025-04-03 17:00:00,195785.0,2025-04-03,17,0,3
2025-04-03 17:15:00,193615.0,2025-04-03,17,15,3
2025-04-03 17:30:00,193010.0,2025-04-03,17,30,3
2025-04-03 17:45:00,191456.0,2025-04-03,17,45,3
2025-04-03 18:00:00,190158.0,2025-04-03,18,0,3
2025-04-03 18:15:00,189681.0,2025-04-03,18,15,3
2025-04-03 18:30:00,193456.0,2025-04-03,18,30,3
2025-04-03 18:45:00,196658.0,2025-04-03,18,45,3
2025-04-03 19:00:00,199080.0,2025-04-03,19,0,3
2025-04-03 19:15:00,202687.0,2025-04-03,19,15,3
2025-04-03 19:30:00,202633.0,2025-04-03,19,30,3
2025-04-03 19:45:00,201686.0,2025-04-03,19,45,3
2025-04-03 20:00:00,198371.0,2025-04-03,20,0,3
2025-04-03 20:15:00,196571.0,2025-04-03,20,15,3
2025-04-03 20:30:00,195281.0,2025-04-03,20,30,3
2025-04-03 20:45:00,194657.0,2025-04-03,20,45,3
2025-04-03 21:00:00,193365.0,2025-04-03,21,0,3
2025-04-03 21:15:00,192142.0,2025-04-03,21,15,3
2025-04-03 21:30:00,191961.0,2025-04-03,21,30,3
2025-04-03 21:45:00,191993.0,2025-04-03,21,45,3
2025-04-03 22:00:00,190836.0,2025-04-03,22,0,3
2025-04-03 22:15:00,192752.0,2025-04-03,22,15,3
2025-04-03 22:30:00,193348.0,2025-04-03,22,30,3
2025-04-03 22:45:00,192774.0,2025-04-03,22,45,3
2025-04-03 23:00:00,191207.0,2025-04-03,23,0,3
2025-04-03 23:15:00,190290.0,2025-04-03,23,15,3
2025-04-03 23:30:00,188869.0,2025-04-03,23,30,3
2025-04-03 23:45:00,187437.0,2025-04-03,23,45,3
2025-04-04 00:00:00,185300.0,2025-04-04,0,0,4
2025-04-04 00:15:00,184563.0,2025-04-04,0,15,4
2025-04-04 00:30:00,183210.0,2025-04-04,0,30,4
2025-04-04 00:45:00,182650.0,2025-04-04,0,45,4
2025-04-04 01:00:00,181080.0,2025-04-04,1,0,4
2025-04-04 01:15:00,179839.0,2025-04-04,1,15,4
2025-04-04 01:30:00,178630.0,2025-04-04,1,30,4
2025-04-04 01:45:00,177509.0,2025-04-04,1,45,4
2025-04-04 02:00:00,176645.0,2025-04-04,2,0,4
2025-04-04 02:15:00,176289.0,2025-04-04,2,15,4
2025-04-04 02:30:00,175370.0,2025-04-04,2,30,4
2025-04-04 02:45:00,174689.0,2025-04-04,2,45,4
2025-04-04 03:00:00,173589.0,2025-04-04,3,0,4
2025-04-04 03:15:00,173384.0,2025-04-04,3,15,4
2025-04-04 03:30:00,173040.0,2025-04-04,3,30,4
2025-04-04 03:45:00,172983.0,2025-04-04,3,45,4
2025-04-04 04:00:00,172788.0,2025-04-04,4,0,4
2025-04-04 04:15:00,174402.0,2025-04-04,4,15,4
2025-04-04 04:30:00,174873.0,2025-04-04,4,30,4
2025-04-04 04:45:00,175989.0,2025-04-04,4,45,4
2025-04-04 05:00:00,176632.0,2025-04-04,5,0,4
2025-04-04 05:15:00,178527.0,2025-04-04,5,15,4
2025-04-04 05:30:00,180728.0,2025-04-04,5,30,4
2025-04-04 05:45:00,183323.0,2025-04-04,5,45,4
2025-04-04 06:00:00,184997.0,2025-04-04,6,0,4
2025-04-04 06:15:00,187149.0,2025-04-04,6,15,4
2025-04-04 06:30:00,191352.0,2025-04-04,6,30,4
2025-04-04 06:45:00,192456.0,2025-04-04,6,45,4
2025-04-04 07:00:00,192334.0,2025-04-04,7,0,4
2025-04-04 07:15:00,192881.0,2025-04-04,7,15,4
2025-04-04 07:30:00,192888.0,2025-04-04,7,30,4
2025-04-04 07:45:00,192065.0,2025-04-04,7,45,4
2025-04-04 08:00:00,191132.0,2025-04-04,8,0,4
2025-04-04 08:15:00,192242.0,2025-04-04,8,15,4
2025-04-04 08:30:00,193839.0,2025-04-04,8,30,4
2025-04-04 08:45:00,195448.0,2025-04-04,8,45,4
2025-04-04 09:00:00,196546.0,2025-04-04,9,0,4
2025-04-04 09:15:00,199941.0,2025-04-04,9,15,4
2025-04-04 09:30:00,202760.0,2025-04-04,9,30,4
2025-04-04 09:45:00,204426.0,2025-04-04,9,45,4
2025-04-04 10:00:00,204488.0,2025-04-04,10,0,4
2025-04-04 10:15:00,204622.0,2025-04-04,10,15,4
2025-04-04 10:30:00,204797.0,2025-04-04,10,30,4
2025-04-04 10:45:00,204863.0,2025-04-04,10,45,4
2025-04-04 11:00:00,204725.0,2025-04-04,11,0,4
2025-04-04 11:15:00,203453.0,2025-04-04,11,15,4
2025-04-04 11:30:00,202840.0,2025-04-04,11,30,4
2025-04-04 11:45:00,202527.0,2025-04-04,11,45,4
2025-04-04 12:00:00,201568.0,2025-04-04,12,0,4
2025-04-04 12:15:00,200679.0,2025-04-04,12,15,4
2025-04-04 12:30:00,199989.0,2025-04-04,12,30,4
2025-04-04 12:45:00,199205.0,2025-04-04,12,45,4
2025-04-04 13:00:00,197531.0,2025-04-04,13,0,4
2025-04-04 13:15:00,195186.0,2025-04-04,13,15,4
2025-04-04 13:30:00,195073.0,2025-04-04,13,30,4
2025-04-04 13:45:00,196458.0,2025-04-04,13,45,4
2025-04-04 14:00:00,197102.0,2025-04-04,14,0,4
2025-04-04 14:15:00,197596.0,2025-04-04,14,15,4
2025-04-04 14:30:00,200047.0,2025-04-04,14,30,4
2025-04-04 14:45:00,201415.0,2025-04-04,14,45,4
2025-04-04 15:00:00,202231.0,2025-04-04,15,0,4
2025-04-04 15:15:00,203298.0,2025-04-04,15,15,4
2025-04-04 15:30:00,204263.0,2025-04-04,15,30,4
2025-04-04 15:45:00,203688.0,2025-04-04,15,45,4
2025-04-04 16:00:00,203287.0,2025-04-04,16,0,4
2025-04-04 16:15:00,202217.0,2025-04-04,16,15,4
2025-04-04 16:30:00,202938.0,2025-04-04,16,30,4
2025-04-04 16:45:00,202798.0,2025-04-04,16,45,4
2025-04-04 17:00:00,202112.0,2025-04-04,17,0,4
2025-04-04 17:15:00,201309.0,2025-04-04,17,15,4
2025-04-04 17:30:00,200459.0,2025-04-04,17,30,4
2025-04-04 17:45:00,198577.0,2025-04-04,17,45,4
2025-04-04 18:00:00,198382.0,2025-04-04,18,0,4
2025-04-04 18:15:00,198092.0,2025-04-04,18,15,4
2025-04-04 18:30:00,201537.0,2025-04-04,18,30,4
2025-04-04 18:45:00,204123.0,2025-04-04,18,45,4
2025-04-04 19:00:00,207612.0,2025-04-04,19,0,4
2025-04-04 19:15:00,209489.0,2025-04-04,19,15,4
2025-04-04 19:30:00,210031.0,2025-04-04,19,30,4
2025-04-04 19:45:00,209196.0,2025-04-04,19,45,4
2025-04-04 20:00:00,206469.0,2025-04-04,20,0,4
2025-04-04 20:15:00,205666.0,2025-04-04,20,15,4
2025-04-04 20:30:00,204448.0,2025-04-04,20,30,4
2025-04-04 20:45:00,203009.0,2025-04-04,20,45,4
2025-04-04 21:00:00,200220.0,2025-04-04,21,0,4
2025-04-04 21:15:00,199459.0,2025-04-04,21,15,4
2025-04-04 21:30:00,199056.0,2025-04-04,21,30,4
2025-04-04 21:45:00,199456.0,2025-04-04,21,45,4
2025-04-04 22:00:00,198356.0,2025-04-04,22,0,4
2025-04-04 22:15:00,200073.0,2025-04-04,22,15,4
2025-04-04 22:30:00,200690.0,2025-04-04,22,30,4
2025-04-04 22:45:00,199358.0,2025-04-04,22,45,4
2025-04-04 23:00:00,197249.0,2025-04-04,23,0,4
2025-04-04 23:15:00,197358.0,2025-04-04,23,15,4
2025-04-04 23:30:00,196177.0,2025-04-04,23,30,4
2025-04-04 23:45:00,194541.0,2025-04-04,23,45,4
2025-04-05 00:00:00,193245.0,2025-04-05,0,0,5
2025-04-05 00:15:00,192767.0,2025-04-05,0,15,5
2025-04-05 00:30:00,191613.0,2025-04-05,0,30,5
2025-04-05 00:45:00,189872.0,2025-04-05,0,45,5
2025-04-05 01:00:00,189038.0,2025-04-05,1,0,5
2025-04-05 01:15:00,187802.0,2025-04-05,1,15,5
2025-04-05 01:30:00,185882.0,2025-04-05,1,30,5
2025-04-05 01:45:00,183948.0,2025-04-05,1,45,5
2025-04-05 02:00:00,183267.0,2025-04-05,2,0,5
2025-04-05 02:15:00,183547.0,2025-04-05,2,15,5
2025-04-05 02:30:00,181953.0,2025-04-05,2,30,5
2025-04-05 02:45:00,180193.0,2025-04-05,2,45,5
2025-04-05 03:00:00,180218.0,2025-04-05,3,0,5
2025-04-05 03:15:00,180069.0,2025-04-05,3,15,5
2025-04-05 03:30:00,180165.0,2025-04-05,3,30,5
2025-04-05 03:45:00,180137.0,2025-04-05,3,45,5
2025-04-05 04:00:00,179394.0,2025-04-05,4,0,5
2025-04-05 04:15:00,180899.0,2025-04-05,4,15,5
2025-04-05 04:30:00,181446.0,2025-04-05,4,30,5
2025-04-05 04:45:00,182325.0,2025-04-05,4,45,5
2025-04-05 05:00:00,183134.0,2025-04-05,5,0,5
2025-04-05 05:15:00,185432.0,2025-04-05,5,15,5
2025-04-05 05:30:00,186793.0,2025-04-05,5,30,5
2025-04-05 05:45:00,189250.0,2025-04-05,5,45,5
2025-04-05 06:00:00,188944.0,2025-04-05,6,0,5
2025-04-05 06:15:00,192344.0,2025-04-05,6,15,5
2025-04-05 06:30:00,193440.0,2025-04-05,6,30,5
2025-04-05 06:45:00,195284.0,2025-04-05,6,45,5
2025-04-05 07:00:00,195358.0,2025-04-05,7,0,5
2025-04-05 07:15:00,195292.0,2025-04-05,7,15,5
2025-04-05 07:30:00,195359.0,2025-04-05,7,30,5
2025-04-05 07:45:00,193802.0,2025-04-05,7,45,5
2025-04-05 08:00:00,193841.0,2025-04-05,8,0,5
2025-04-05 08:15:00,195447.0,2025-04-05,8,15,5
2025-04-05 08:30:00,197697.0,2025-04-05,8,30,5
2025-04-05 08:45:00,198902.0,2025-04-05,8,45,5
2025-04-05 09:00:00,200159.0,2025-04-05,9,0,5
2025-04-05 09:15:00,204023.0,2025-04-05,9,15,5
2025-04-05 09:30:00,205596.0,2025-04-05,9,30,5
2025-04-05 09:45:00,207530.0,2025-04-05,9,45,5
2025-04-05 10:00:00,206654.0,2025-04-05,10,0,5
2025-04-05 10:15:00,206392.0,2025-04-05,10,15,5
2025-04-05 10:30:00,206777.0,2025-04-05,10,30,5
2025-04-05 10:45:00,206459.0,2025-04-05,10,45,5
2025-04-05 11:00:00,205832.0,2025-04-05,11,0,5
2025-04-05 11:15:00,203979.0,2025-04-05,11,15,5
2025-04-05 11:30:00,203590.0,2025-04-05,11,30,5
2025-04-05 11:45:00,202156.0,2025-04-05,11,45,5
2025-04-05 12:00:00,201146.0,2025-04-05,12,0,5
2025-04-05 12:15:00,199182.0,2025-04-05,12,15,5
2025-04-05 12:30:00,198625.0,2025-04-05,12,30,5
2025-04-05 12:45:00,198507.0,2025-04-05,12,45,5
2025-04-05 13:00:00,196667.0,2025-04-05,13,0,5
2025-04-05 13:15:00,194165.0,2025-04-05,13,15,5
2025-04-05 13:30:00,194311.0,2025-04-05,13,30,5
2025-04-05 13:45:00,195379.0,2025-04-05,13,45,5
2025-04-05 14:00:00,195861.0,2025-04-05,14,0,5
2025-04-05 14:15:00,197035.0,2025-04-05,14,15,5
2025-04-05 14:30:00,198515.0,2025-04-05,14,30,5
2025-04-05 14:45:00,199913.0,2025-04-05,14,45,5
2025-04-05 15:00:00,201126.0,2025-04-05,15,0,5
2025-04-05 15:15:00,201310.0,2025-04-05,15,15,5
2025-04-05 15:30:00,202807.0,2025-04-05,15,30,5
2025-04-05 15:45:00,203417.0,2025-04-05,15,45,5
2025-04-05 16:00:00,203274.0,2025-04-05,16,0,5
2025-04-05 16:15:00,202460.0,2025-04-05,16,15,5
